,TEAM,GP,W,L,win%,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,#ERROR!
4,Los Angeles Lakers,13,7,6,,624,1303,463,976,,78,227,,299,460,,174,347,521,295,168,96,101,75,320,3,16
3,Los Angeles Lakers,82,61,21,,3966,8652,3146,6536,,497,1415,,1863,2743,,1079,2471,3550,2009,1256,734,556,423,1859,9,635
7,Miami Heat,5,2,3,,240,437,150,348,,36,100,,101,148,,41,143,184,82,68,34,19,7,127,2,-11
8,Miami Heat,82,55,27,,3951,7787,2850,6327,,548,1544,,1539,2082,,1028,2419,3447,1758,1226,665,429,370,1982,14,404
20,Milwaukee Bucks,82,36,46,,3986,7748,2918,6399,,249,703,,1663,2167,,1035,2236,3271,1649,1383,733,357,398,1915,16,-157
7,Minnesota Timberwolves,5,2,3,,240,451,166,399,,37,98,,82,102,,68,129,197,116,70,37,18,19,113,3,-29
13,Minnesota Timberwolves,82,45,37,,3986,8290,3157,6844,,303,873,,1673,2253,,1063,2429,3492,2068,1138,639,427,412,1882,21,58
16,New Jersey Nets,3,0,3,,149,285,111,236,,7,22,,56,74,,37,81,118,50,40,21,10,13,78,0,-23
14,New Jersey Nets,82,43,39,,3976,8170,3055,6928,,310,937,,1750,2351,,1344,2137,3481,1685,1180,777,314,515,1917,21,129
7,New York Knicks,10,4,6,,485,886,322,738,,53,136,,189,247,,105,292,397,188,161,86,20,41,268,2,-22
14,New York Knicks,82,43,39,,3966,7509,2864,6413,,382,1139,,1399,1812,,978,2434,3412,1787,1247,634,278,313,1947,21,202
17,Orlando Magic,82,41,41,,3966,7387,2771,6455,,293,907,,1552,2138,,1178,2203,3381,1694,1258,649,441,388,1617,17,-88
22,Philadelphia 76ers,82,31,51,,3951,7651,2837,6409,,243,810,,1734,2352,,1125,2294,3419,1729,1356,729,490,508,1878,8,-196
12,Phoenix Suns,4,1,3,,192,372,148,341,,17,51,,59,85,,48,114,162,79,44,34,16,29,100,0,-30
6,Phoenix Suns,82,56,26,,3991,8166,3138,6710,,431,1211,,1459,1948,,991,2452,3443,2124,1236,756,429,323,1765,16,425
12,Portland Trail Blazers,4,1,3,,192,399,144,318,,23,61,,88,114,,56,111,167,96,65,28,21,34,119,0,-17
12,Portland Trail Blazers,82,46,36,,3966,7734,2885,6397,,324,1047,,1640,2226,,1086,2522,3608,1766,1383,585,464,445,1859,14,115
23,Sacramento Kings,82,27,55,,3946,7637,2957,6684,,283,806,,1440,2096,,1094,2304,3398,1836,1271,596,420,466,1810,4,-458
5,San Antonio Spurs,9,4,5,,437,826,300,649,,35,116,,191,277,,99,293,392,156,130,51,63,39,199,2,29
6,San Antonio Spurs,82,56,26,,3966,7587,2898,6187,,302,863,,1489,2164,,984,2638,3622,1839,1318,516,568,378,1731,13,327
7,Seattle SuperSonics,10,4,6,,480,952,356,783,,66,192,,174,231,,127,261,388,220,127,87,43,62,235,3,-24
3,Seattle SuperSonics,82,61,21,,3951,8246,3052,6459,,621,1571,,1521,2109,,931,2225,3156,1986,1145,804,376,403,1812,17,588
28,Toronto Raptors,82,16,66,,3986,7781,2965,6813,,372,1086,,1479,2060,,1187,2149,3336,1746,1371,769,663,514,1851,9,-760
2,Utah Jazz,20,13,7,,970,1779,667,1467,,66,187,,379,509,,194,602,796,446,287,130,97,110,520,6,42
1,Utah Jazz,82,62,20,,3956,8279,2993,6113,,249,670,,2044,2644,,962,2405,3367,2070,1259,648,412,423,1961,24,536
25,Vancouver Grizzlies,82,19,63,,3966,7923,3006,6567,,325,898,,1586,2145,,1081,2313,3394,1960,1405,614,349,538,1809,16,-599
16,Washington Wizards,82,42,40,,3961,7969,3080,6811,,320,944,,1489,2156,,1121,2341,3462,1900,1156,689,379,372,1839,16,48
