,TEAM,GP,W,L,win%,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,#ERROR!
14,Atlanta Hawks,82,44,38,,3971,8032,3084,6644,,706,1901,,1158,1619,,758,2593,3351,2007,1219,664,369,350,1473,1543,33
10,Atlanta Hawks,6,2,4,,288,536,196,464,,37,112,,107,157,,50,180,230,115,73,44,23,29,145,143,-31
16,Boston Celtics,81,41,40,,3968,7818,3001,6459,,498,1390,,1318,1698,,654,2533,3187,1843,1181,667,365,378,1717,1574,-18
10,Boston Celtics,6,2,4,,293,494,171,414,,41,124,,111,129,,31,203,234,101,104,33,18,26,113,128,-32
9,Brooklyn Nets,82,49,33,,3971,7944,2942,6544,,628,1760,,1432,1958,,1047,2460,3507,1668,1206,599,391,390,1500,1751,146
8,Brooklyn Nets,7,3,4,,351,696,259,586,,43,136,,135,178,,82,213,295,139,81,44,39,40,139,152,14
29,Charlotte Bobcats,82,21,61,,3961,7661,2823,6649,,469,1399,,1546,2060,,917,2389,3306,1587,1153,591,479,565,1561,1746,-757
11,Chicago Bulls,82,45,37,,3966,7641,2926,6698,,446,1265,,1343,1738,,1026,2514,3540,1886,1171,588,417,477,1617,1609,26
9,Chicago Bulls,12,5,7,,591,1103,420,959,,65,204,,198,275,,141,348,489,234,171,77,55,70,269,254,-80
28,Cleveland Cavaliers,82,24,58,,3946,7913,2993,6901,,547,1581,,1380,1826,,1004,2359,3363,1694,1149,647,334,560,1737,1615,-384
17,Dallas Mavericks,82,41,41,,3996,8293,3182,6892,,606,1628,,1323,1669,,767,2670,3437,1906,1144,648,454,340,1698,1547,-49
4,Denver Nuggets,82,57,25,,3981,8704,3339,6983,,521,1518,,1505,2148,,1092,2601,3693,2002,1253,762,533,554,1682,1775,417
10,Denver Nuggets,6,2,4,,288,618,223,509,,42,135,,130,178,,71,161,232,127,87,54,17,40,139,141,-25
23,Detroit Pistons,82,29,53,,3961,7778,2979,6638,,513,1440,,1307,1870,,991,2463,3454,1742,1241,574,400,472,1623,1630,-327
10,Golden State Warriors,82,47,35,,3961,8296,3130,6840,,658,1632,,1378,1744,,885,2801,3686,1845,1236,567,346,399,1753,1571,73
5,Golden State Warriors,12,6,6,,591,1232,468,1013,,104,268,,192,261,,138,415,553,260,198,77,59,42,285,263,2
11,Houston Rockets,82,45,37,,3956,8688,3124,6782,,867,2369,,1573,2087,,909,2652,3561,1902,1348,679,359,498,1662,1674,285
10,Houston Rockets,6,2,4,,288,600,206,486,,70,202,,118,166,,65,196,261,108,95,35,33,44,139,148,-35
8,Indiana Pacers,81,49,32,,3918,7674,2845,6525,,555,1599,,1429,1915,,1043,2671,3714,1645,1227,580,513,459,1623,1777,326
3,Indiana Pacers,19,11,8,,917,1744,612,1413,,119,364,,401,542,,242,625,867,332,312,103,85,89,426,471,3
5,Los Angeles Clippers,82,56,26,,3946,8289,3160,6608,,627,1752,,1342,1888,,938,2475,3413,1958,1197,784,461,335,1716,1712,529
10,Los Angeles Clippers,6,2,4,,288,568,211,452,,35,115,,111,142,,53,170,223,108,80,31,34,25,167,143,-33
11,Los Angeles Lakers,82,45,37,,3951,8381,3041,6640,,715,2015,,1584,2289,,942,2732,3674,1818,1232,576,429,396,1467,1891,95
15,Los Angeles Lakers,4,0,4,,192,341,138,312,,20,74,,45,74,,34,126,160,74,66,23,21,20,70,72,-75
5,Memphis Grizzlies,82,56,26,,3961,7659,2964,6679,,382,1107,,1349,1746,,1059,2445,3504,1715,1144,703,436,450,1660,1643,340
4,Memphis Grizzlies,15,8,7,,735,1420,511,1223,,72,222,,326,436,,176,450,626,290,161,109,69,98,332,380,9
1,Miami Heat,82,66,16,,3976,8436,3148,6348,,717,1809,,1423,1887,,676,2490,3166,1890,1143,710,441,262,1533,1673,645
