,TEAM,GP,W,L,win%,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,#ERROR!
13,Boston Celtics,82,44,38,,3966,7599,2700,6509,,719,2155,,1480,1994,,849,2471,3320,1575,1147,720,303,367,1758,4,-32
13,Phoenix Suns,82,44,38,,3961,7834,3005,6776,,394,1149,,1430,1928,,1049,2440,3489,1719,1208,665,404,453,1801,7,93
15,Houston Rockets,82,43,39,,3986,7688,2840,6461,,439,1267,,1569,2044,,1024,2564,3588,1506,1276,594,493,381,1602,5,121
16,Milwaukee Bucks,82,42,40,,3981,8158,3045,6670,,585,1526,,1483,1911,,876,2367,3243,1823,1044,622,344,333,1820,6,19
16,Orlando Magic,82,42,40,,3961,8078,2947,6763,,568,1590,,1616,2079,,958,2392,3350,1676,1177,696,300,411,1888,6,11
18,Seattle SuperSonics,82,40,42,,3971,7555,2887,6599,,456,1291,,1325,1780,,963,2385,3348,1775,1085,679,295,409,1712,6,-10
19,Golden State Warriors,82,38,44,,3951,8400,3061,6941,,425,1235,,1853,2382,,1284,2546,3830,1712,1295,594,506,491,1786,0,-93
20,New York Knicks,82,37,45,,3971,7860,2967,6725,,606,1582,,1320,1620,,842,2376,3218,1800,1149,579,255,308,1888,10,-111
20,Washington Wizards,82,37,45,,3966,7502,2816,6394,,253,811,,1617,2077,,917,2395,3312,1612,1095,621,390,358,1644,3,-83
22,Atlanta Hawks,82,35,47,,3981,7714,2859,6434,,402,1141,,1594,2011,,937,2558,3495,1679,1367,611,473,409,1783,8,-292
23,Chicago Bulls,82,30,52,,3985,7786,2991,6714,,349,997,,1455,2014,,985,2541,3526,1782,1388,605,461,413,2028,8,-421
24,Memphis Grizzlies,82,28,54,,3986,7995,3049,6743,,467,1279,,1430,1936,,943,2466,3409,1892,1262,651,500,430,1678,1,-265
25,Los Angeles Clippers,82,27,55,,3951,7693,2835,6490,,390,1178,,1633,2177,,1008,2462,3470,1605,1291,574,461,418,1784,2,-338
26,Miami Heat,82,25,57,,3966,7016,2688,6517,,348,1100,,1292,1689,,948,2464,3412,1501,1167,592,324,436,1856,5,-414
27,Toronto Raptors,82,24,58,,3961,7453,2847,6664,,409,1193,,1350,1879,,1023,2355,3378,1583,1181,609,392,406,1761,5,-481
28,Cleveland Cavaliers,82,17,65,,3966,7495,2850,6746,,293,897,,1502,2012,,1118,2542,3660,1712,1501,636,521,494,1864,5,-789
28,Denver Nuggets,82,17,65,,3946,6901,2689,6544,,229,824,,1294,1850,,1112,2363,3475,1737,1514,712,422,538,2056,11,-679
1,New Jersey Nets,20,14,6,,975,1873,684,1611,,93,266,,412,541,,271,630,901,426,304,149,85,128,502,1,67
2,San Antonio Spurs,24,16,8,,1157,2275,812,1842,,128,365,,523,735,,291,802,1093,497,365,186,165,137,514,1,132
3,Sacramento Kings,12,7,5,,586,1295,471,1026,,81,221,,272,350,,154,378,532,271,161,90,57,67,276,1,28
4,Dallas Mavericks,20,10,10,,970,2082,774,1721,,184,463,,350,422,,223,618,841,408,250,121,103,89,486,1,-12
4,Los Angeles Lakers,12,6,6,,581,1203,448,1000,,85,240,,222,313,,148,371,519,251,165,84,64,46,288,1,3
4,Philadelphia 76ers,12,6,6,,586,1105,404,911,,45,128,,252,314,,145,357,502,227,178,86,30,65,287,1,10
7,Detroit Pistons,17,8,9,,826,1529,514,1255,,114,324,,387,522,,183,481,664,302,228,136,100,64,399,0,15
8,Orlando Magic,7,3,4,,336,613,217,512,,36,114,,143,183,,69,198,267,112,107,37,28,38,209,0,-51
8,Portland Trail Blazers,7,3,4,,336,709,255,553,,44,119,,155,206,,105,208,313,163,96,44,21,30,158,1,7
10,Boston Celtics,10,4,6,,495,946,334,791,,86,243,,192,240,,88,319,407,207,148,86,43,43,259,1,-6
11,Indiana Pacers,6,2,4,,293,547,181,466,,31,106,,154,195,,79,202,281,119,85,42,35,24,141,0,-34
11,Milwaukee Bucks,6,2,4,,293,587,219,477,,38,102,,111,149,,50,162,212,121,80,43,23,19,164,0,-26
11,Minnesota Timberwolves,6,2,4,,293,603,225,486,,28,84,,125,155,,53,200,253,132,95,41,21,34,145,0,-38
11,New Orleans Hornets,6,2,4,,288,557,203,463,,38,103,,113,152,,74,161,235,120,88,44,30,14,153,2,-10
11,Phoenix Suns,6,2,4,,293,511,194,502,,28,94,,95,133,,80,178,258,97,97,57,35,41,175,0,-32
16,Utah Jazz,5,1,4,,240,465,169,389,,9,34,,118,150,,70,126,196,105,82,36,28,29,124,1,-53
