,TEAM,GP,W,L,win%,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,#ERROR!
15,Milwaukee Bucks,82,42,40,,3971,8300,3174,6827,,394,1069,,1558,1982,,1016,2373,3389,1852,1230,671,381,340,2020,184,18
12,Minnesota Timberwolves,4,1,3,,192,341,137,306,,12,39,,55,70,,41,99,140,94,47,24,16,15,95,9,-8
8,Minnesota Timberwolves,82,50,32,,3981,8079,3226,6910,,248,716,,1379,1769,,1016,2471,3487,2205,1139,622,444,344,1913,187,207
23,New Jersey Nets,82,31,51,,3966,8036,2979,6881,,477,1374,,1601,2041,,1040,2315,3355,1688,1119,720,393,469,1913,197,-85
5,New York Knicks,16,9,7,,773,1351,499,1158,,72,183,,281,368,,129,486,615,234,188,104,65,68,367,32,-17
8,New York Knicks,82,50,32,,3966,7555,2897,6374,,351,937,,1410,1805,,802,2521,3323,1588,1201,515,349,354,1983,227,120
17,Orlando Magic,82,41,41,,3951,8206,3169,7014,,294,870,,1574,2142,,1145,2540,3685,1709,1443,743,467,475,1967,230,56
6,Philadelphia 76ers,10,5,5,,485,942,342,800,,39,123,,219,295,,135,289,424,191,127,65,45,61,226,19,-13
10,Philadelphia 76ers,82,49,33,,3966,7771,2993,6776,,208,643,,1577,2226,,1147,2468,3615,1817,1284,791,386,531,1939,202,110
7,Phoenix Suns,9,4,5,,432,786,301,740,,42,151,,142,203,,125,279,404,189,137,73,56,62,247,17,-33
5,Phoenix Suns,82,53,29,,3961,8111,3093,6771,,458,1246,,1467,1934,,1022,2558,3580,2098,1368,744,433,427,1973,225,428
2,Portland Trail Blazers,16,10,6,,768,1480,519,1170,,87,234,,355,452,,156,455,611,308,203,118,61,86,403,25,76
2,Portland Trail Blazers,82,59,23,,3956,7991,3021,6430,,407,1128,,1542,2029,,966,2560,3526,1925,1243,633,396,350,1865,140,525
8,Sacramento Kings,5,2,3,,240,482,168,405,,33,87,,113,150,,59,147,206,83,60,34,18,32,110,6,-40
14,Sacramento Kings,82,44,38,,3961,8607,3276,7288,,534,1656,,1521,2017,,1056,2635,3691,1953,1325,787,381,404,1729,213,239
12,San Antonio Spurs,4,1,3,,192,327,113,304,,12,44,,89,122,,49,136,185,60,65,34,30,39,83,10,-5
5,San Antonio Spurs,82,53,29,,3971,7886,2952,6393,,330,882,,1652,2214,,927,2666,3593,1819,1233,614,551,429,1716,163,487
8,Seattle SuperSonics,5,2,3,,240,466,174,398,,35,82,,83,116,,62,143,205,99,73,41,17,29,109,10,-6
12,Seattle SuperSonics,82,45,37,,3956,8125,3108,6946,,546,1611,,1363,1960,,1042,2483,3525,1878,1152,657,345,433,1776,180,78
15,Toronto Raptors,3,0,3,,144,251,83,222,,13,47,,72,93,,39,89,128,57,43,27,13,15,78,4,-12
12,Toronto Raptors,82,45,37,,3951,7968,2980,6882,,425,1171,,1583,2068,,1098,2449,3547,1947,1137,666,544,434,1989,163,-13
8,Utah Jazz,10,4,6,,480,883,331,746,,46,123,,175,237,,103,300,403,236,149,69,54,38,250,26,-49
4,Utah Jazz,82,55,27,,3951,7914,2962,6380,,329,854,,1661,2150,,936,2426,3362,2041,1220,629,446,411,2013,233,366
26,Vancouver Grizzlies,82,22,60,,3971,7702,2892,6441,,324,898,,1594,2060,,1005,2324,3329,1700,1381,608,346,519,1881,193,-461
24,Washington Wizards,82,29,53,,3961,7921,3010,6681,,335,890,,1566,2107,,1064,2438,3502,1771,1320,593,383,503,2149,219,-269
