"","Team","GP","W","L","win%","MIN","PTS","FGM","FGA","FG%","x3","x3A","x3%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","plus.minus","OREB%","DREB%","AST-TOV","BLK-BLKA","PF-PFD","year"
"1","Atlanta Hawks",82,29,53,35.3658536585366,3971,113.341463414634,41.3658536585366,91.7560975609756,45.0824029771398,13.0121951219512,37,35.1680949241925,17.5975609756098,23.390243902439,75.2346193952033,11.6463414634146,34.4512195121951,46.0975609756098,25.8292682926829,17.0365853658537,8.23170731707317,5.10975609756098,5.46341463414634,23.5609756097561,22.1585365853659,-6.02439024390244,25.2645502645503,74.7354497354497,8.79268292682927,-0.353658536585366,1.40243902439024,2018
"2","Boston Celtics",91,54,37,59.3406593406593,4388,111.373626373626,41.4505494505495,89.8901098901099,46.1124694376528,12.4615384615385,34.3516483516484,36.2763915547025,16.010989010989,19.956043956044,80.2312775330396,9.57142857142857,35.2967032967033,44.8681318681319,25.8021978021978,13.021978021978,8.34065934065934,5.15384615384615,3.91208791208791,20.4065934065934,19.6813186813187,3.85714285714286,21.3323536615234,78.6676463384766,12.7802197802198,1.24175824175824,0.725274725274725,2018
"3","Brooklyn Nets",87,43,44,49.4252873563218,4236,112.195402298851,40.1494252873563,89.8275862068966,44.6960972488804,12.6666666666667,36.0344827586207,35.1515151515151,19.2298850574713,25.6781609195402,74.8880931065354,10.9885057471264,35.2298850574713,46.2183908045977,23.5632183908046,15.0229885057471,6.63218390804598,4.05747126436782,5.31034482758621,21.5747126436782,22.1609195402299,-0.701149425287356,23.7751803034071,76.2248196965929,8.54022988505747,-1.25287356321839,-0.586206896551724,2018
"4","Charlotte Hornets",82,39,43,47.5609756097561,3966,110.743902439024,40.2073170731707,89.780487804878,44.7840260798696,11.9146341463415,33.9390243902439,35.1060007186489,18.4146341463415,23.109756097561,79.6833773087071,9.92682926829268,33.8780487804878,43.8048780487805,23.2317073170732,12.2073170731707,7.20731707317073,4.9390243902439,6,18.9024390243902,20.5609756097561,-1.09756097560976,22.6614699331849,77.3385300668152,11.0243902439024,-1.0609756097561,-1.65853658536585,2018
"5","Chicago Bulls",82,22,60,26.8292682926829,3981,104.939024390244,39.8292682926829,87.8658536585366,45.3296321998612,9.08536585365854,25.890243902439,35.0918511540273,16.1951219512195,20.6707317073171,78.3480825958702,8.75609756097561,34.1341463414634,42.890243902439,21.9024390243902,14.1341463414634,7.35365853658537,4.28048780487805,5.76829268292683,20.280487804878,18.7073170731707,-8.41463414634146,20.4151265282912,79.5848734717088,7.76829268292683,-1.48780487804878,1.57317073170732,2018
"6","Cleveland Cavaliers",82,19,63,23.1707317073171,3951,104.475609756098,38.890243902439,87.609756097561,44.3903118040089,10.3292682926829,29.1219512195122,35.4690117252931,16.3658536585366,20.6585365853659,79.2207792207792,10.719512195122,31.9390243902439,42.6585365853659,20.7073170731707,13.4878048780488,6.51219512195122,2.3780487804878,5.59756097560976,20.0243902439024,19.4146341463415,-9.60975609756098,25.1286449399657,74.8713550600343,7.21951219512195,-3.21951219512195,0.609756097560976,2018
"7","Dallas Mavericks",82,33,49,40.2439024390244,3956,108.865853658537,38.8048780487805,86.8536585365854,44.6784611064308,12.4634146341463,36.609756097561,34.0439706862092,18.7926829268293,25.3170731707317,74.2292870905588,10.1463414634146,35.1707317073171,45.3170731707317,23.390243902439,14.2317073170732,6.5,4.28048780487805,4.48780487804878,20.1219512195122,23.2317073170732,-1.28048780487805,22.3896663078579,77.6103336921421,9.15853658536585,-0.207317073170732,-3.10975609756098,2018
"8","Denver Nuggets",96,61,35,63.5416666666667,4638,110.447916666667,41.6458333333333,90.0729166666667,46.2356886781543,10.8020833333333,30.8333333333333,35.0337837837838,16.3541666666667,21.53125,75.9554910498307,12.03125,34.5520833333333,46.5833333333333,26.8854166666667,12.90625,7.4375,4.45833333333333,4.92708333333333,20.2291666666667,20.6458333333333,3.64583333333333,25.8273703041145,74.1726296958855,13.9791666666667,-0.46875,-0.416666666666667,2018
"9","Detroit Pistons",86,41,45,47.6744186046512,4163,106.627906976744,38.7790697674419,88.6627906976744,43.7377049180328,12.0581395348837,34.7325581395349,34.7171074656846,17.0116279069767,22.7790697674419,74.6809596733027,11.3837209302326,33.4651162790698,44.8488372093023,22.5232558139535,13.6860465116279,6.95348837209302,4.03488372093023,5.27906976744186,22.1860465116279,21.2558139534884,-1.33720930232558,25.3824215711693,74.6175784288307,8.83720930232558,-1.24418604651163,0.930232558139535,2018
"10","Golden State Warriors",104,71,33,68.2692307692308,5027,116.932692307692,43.4230769230769,89,48.789974070873,13.0288461538462,34.0769230769231,38.2336343115124,17.0576923076923,21.2211538461538,80.3806071590394,9.80769230769231,35.7692307692308,45.5769230769231,29.2115384615385,14.3942307692308,7.57692307692308,6.25,3.65384615384615,21.8076923076923,20.1057692307692,5.80769230769231,21.5189873417722,78.4810126582278,14.8173076923077,2.59615384615385,1.70192307692308,2018
