"","Team","GP","W","L","win%","MIN","PTS","FGM","FGA","FG%","x3","x3A","x3%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","plus.minus","OREB%","DREB%","AST-TOV","BLK-BLKA","PF-PFD","year"
"1","Atlanta Hawks",72,42,30,58.3333333333333,3526,95.3888888888889,36.3888888888889,80.8888888888889,44.9862637362637,7.31944444444444,20.0416666666667,36.5211365211365,15.2916666666667,20.5833333333333,74.2914979757085,9.88888888888889,31.4027777777778,41.2916666666667,22.0277777777778,14.0694444444444,7.90277777777778,4.48611111111111,4.86111111111111,18.0138888888889,19.1111111111111,2.76388888888889,23.9488731920619,76.0511268079381,7.95833333333333,-0.375,-1.09722222222222,2011
"2","Boston Celtics",86,50,36,58.1395348837209,4163,91.3023255813954,35.0813953488372,77.0813953488372,45.5121436114044,5.30232558139535,15.2790697674419,34.703196347032,15.8372093023256,20.2325581395349,78.2758620689655,7.76744186046512,31.2674418604651,39.0348837209302,22.7093023255814,14.406976744186,7.69767441860465,5.34883720930233,4.55813953488372,20.3255813953488,18.7558139534884,2.16279069767442,19.8987190944296,80.1012809055704,8.30232558139535,0.790697674418605,1.56976744186047,2011
"3","Charlotte Bobcats",66,7,59,10.6060606060606,3178,86.9545454545455,33.2272727272727,80.1969696969697,41.4320801058001,3.98484848484848,13.5151515151515,29.4843049327354,16.5151515151515,22.1515151515152,74.5554035567716,10.2575757575758,28.6969696969697,38.9545454545455,20.0909090909091,14.5,6.01515151515152,5.46969696969697,5.72727272727273,18.9242424242424,20.3181818181818,-13.9090909090909,26.3321664721898,73.6678335278102,5.59090909090909,-0.257575757575758,-1.39393939393939,2011
"4","Chicago Bulls",72,52,20,72.2222222222222,3476,95.3472222222222,37.0972222222222,82.5833333333333,44.9209552640431,6.18055555555556,16.5694444444444,37.300922045264,14.9722222222222,20.9027777777778,71.6279069767442,13.6666666666667,33.0138888888889,46.6805555555556,23.0833333333333,14.0138888888889,6.76388888888889,5.94444444444444,5.29166666666667,17.5277777777778,17.7638888888889,7.36111111111111,29.2770008925915,70.7229991074085,9.06944444444444,0.652777777777778,-0.236111111111111,2011
"5","Cleveland Cavaliers",66,21,45,31.8181818181818,3193,93.030303030303,34.2575757575758,81.2121212121212,42.1828358208955,6.66666666666667,19.2878787878788,34.5640219952867,17.8484848484848,24.9242424242424,71.6109422492401,12.7424242424242,29.530303030303,42.2727272727273,19.8181818181818,15.4090909090909,7.06060606060606,3.96969696969697,6.1969696969697,19.9545454545455,20.9242424242424,-7.1969696969697,30.1433691756272,69.8566308243728,4.40909090909091,-2.22727272727273,-0.96969696969697,2011
"6","Dallas Mavericks",70,36,34,51.4285714285714,3405,95.6428571428571,36.0571428571429,81.7714285714286,44.0950384346611,7.55714285714286,22.1428571428571,34.1290322580645,15.9714285714286,20.5857142857143,77.5850104094379,10.1,32.5285714285714,42.6285714285714,20.6,14.0571428571429,8.52857142857143,5.01428571428571,4.2,18.7,18.7142857142857,0.528571428571429,23.6930294906166,76.3069705093834,6.54285714285714,0.814285714285714,-0.0142857142857143,2011
"7","Denver Nuggets",73,41,32,56.1643835616438,3544,103.41095890411,38.9178082191781,82.5890410958904,47.1222424946094,6.46575342465753,19.7808219178082,32.6869806094183,19.1095890410959,26.0547945205479,73.3438485804416,11.5890410958904,31.9315068493151,43.5205479452055,23.6575342465753,14.972602739726,8.06849315068493,5.17808219178082,6.91780821917808,19.7808219178082,21.6849315068493,2.64383561643836,26.628895184136,73.371104815864,8.68493150684932,-1.73972602739726,-1.9041095890411,2011
"8","Detroit Pistons",66,25,41,37.8787878787879,3193,90.8636363636364,34.7121212121212,79.2727272727273,43.7882262996942,4.8030303030303,13.8787878787879,34.6069868995633,16.6363636363636,22.1363636363636,75.1540041067762,11.7424242424242,28.5151515151515,40.2575757575758,18.6666666666667,15.6515151515152,6.96969696969697,4.21212121212121,5.27272727272727,19.5909090909091,19.4393939393939,-4.78787878787879,29.1682348513361,70.8317651486639,3.01515151515152,-1.06060606060606,0.151515151515152,2011
"9","Golden State Warriors",66,23,43,34.8484848484849,3183,97.7727272727273,37.7121212121212,82.469696969697,45.7284585706412,7.93939393939394,20.469696969697,38.7860843819393,14.4090909090909,18.7121212121212,77.004048582996,9.6969696969697,29.5,39.1969696969697,22.2727272727273,13.8636363636364,8,5.48484848484848,4.96969696969697,21.3636363636364,16.5909090909091,-3.40909090909091,24.7390800154619,75.2609199845381,8.40909090909091,0.515151515151515,4.77272727272727,2011
"10","Houston Rockets",66,34,32,51.5151515151515,3213,98.0909090909091,37.7121212121212,83.9848484848485,44.903481869024,7.24242424242424,20.1515151515152,35.9398496240602,15.4242424242424,19.7121212121212,78.2475019215988,11.6515151515152,30.5151515151515,42.1666666666667,21.2727272727273,14.469696969697,7.51515151515152,4.83333333333333,5.15151515151515,20.4090909090909,18.4090909090909,0.227272727272727,27.6320517427237,72.3679482572763,6.8030303030303,-0.318181818181818,2,2011
