"","Team","GP","W","L","win%","MIN","PTS","FGM","FGA","FG%","x3","x3A","x3%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","plus.minus","OREB%","DREB%","AST-TOV","BLK-BLKA","PF-PFD","year"
"1","Atlanta Hawks",94,50,44,53.1914893617021,4522,93.8829787234042,35.8085106382979,78.0744680851064,45.8645592042513,5.91489361702128,16.9574468085106,34.8808030112923,16.3510638297872,21.1808510638298,77.197388247112,9.25531914893617,29.7659574468085,39.0212765957447,21.4787234042553,13.4787234042553,6.08510638297872,4.26595744680851,4.38297872340426,19.1276595744681,18.6914893617021,-1.27659574468085,23.7186477644493,76.2813522355507,8,-0.117021276595745,0.436170212765957,2010
"2","Boston Celtics",91,61,30,67.032967032967,4393,96.3186813186813,36.7582417582418,75.945054945055,48.4010996961366,5.21978021978022,13.8791208791209,37.6088677751386,17.5824175824176,22.8131868131868,77.0712909441233,7.9010989010989,30.9120879120879,38.8131868131868,23.1868131868132,14.6813186813187,8.15384615384615,4.1978021978022,4.63736263736264,20.6043956043956,20.1758241758242,4.96703296703297,20.356738391846,79.643261608154,8.5054945054945,-0.43956043956044,0.428571428571429,2010
"3","Charlotte Bobcats",82,34,48,41.4634146341463,3961,93.2926829268293,35.0365853658537,77.6219512195122,45.1374705420267,4.79268292682927,14.6707317073171,32.6683291770574,18.4268292682927,24.3780487804878,75.5877938969485,10.3414634146341,29.8048780487805,40.1463414634146,21.0731707317073,14.5365853658537,6.39024390243902,5.28048780487805,6.04878048780488,19.9634146341463,21.0975609756098,-4,25.7594167679222,74.2405832320778,6.53658536585366,-0.768292682926829,-1.13414634146341,2010
"4","Chicago Bulls",98,71,27,72.4489795918367,4739,97.6224489795918,36.5918367346939,80.3673469387755,45.5307262569832,6.24489795918367,17.5714285714286,35.5400696864112,18.1938775510204,24.2755102040816,74.94745691467,12.0510204081633,32.0102040816327,44.0612244897959,21.9285714285714,14.0714285714286,7.23469387755102,5.85714285714286,5.91836734693878,20.1938775510204,19.9897959183673,6.81632653061224,27.3506252894859,72.6493747105141,7.85714285714286,-0.0612244897959184,0.204081632653061,2010
"5","Cleveland Cavaliers",82,19,63,23.1707317073171,3951,95.4512195121951,35.1951219512195,81.0609756097561,43.4180833458703,6.20731707317073,18.1585365853659,34.1840161182001,18.8536585365854,25.3048780487805,74.5060240963855,10.4390243902439,29.8658536585366,40.3048780487805,20.9756097560976,14.219512195122,6.63414634146341,4.15853658536585,5.96341463414634,20.0975609756098,21.3048780487805,-9.01219512195122,25.9001512859304,74.0998487140696,6.75609756097561,-1.80487804878049,-1.20731707317073,2010
"6","Dallas Mavericks",103,73,30,70.873786407767,4954,99.8349514563107,36.8252427184466,78.0097087378641,47.2059738643435,8.04854368932039,21.6990291262136,37.0917225950783,18.1359223300971,23.1359223300971,78.3885858161981,9.54368932038835,31.2718446601942,40.8155339805825,23.0776699029126,13.747572815534,6.85436893203883,4.25242718446602,3.98058252427184,19.3883495145631,20.4174757281553,4.54368932038835,23.3824928639391,76.6175071360609,9.33009708737864,0.271844660194175,-1.02912621359223,2010
"7","Denver Nuggets",87,51,36,58.6206896551724,4181,106.873563218391,38.0229885057471,80.4367816091954,47.2706487567877,8,20.6436781609195,38.7527839643653,22.8275862068966,29.9885057471264,76.1211192027597,9.51724137931035,32.2413793103448,41.7586206896552,21.8505747126437,14,7.33333333333333,4.25287356321839,6.10344827586207,21.1264367816092,22.8620689655172,4.20689655172414,22.7910817506193,77.2089182493807,7.85057471264368,-1.85057471264368,-1.73563218390805,2010
"8","Detroit Pistons",82,30,52,36.5853658536585,3976,96.9634146341463,37.2682926829268,81.0609756097561,45.9756281029036,5.75609756097561,15.3170731707317,37.5796178343949,16.6707317073171,22.609756097561,73.7324703344121,11.3536585365854,27.2682926829268,38.6219512195122,21.0975609756098,13.0121951219512,7.25609756097561,4,4.64634146341463,19.8658536585366,18.8414634146341,-3.59756097560976,29.3969055888854,70.6030944111146,8.08536585365854,-0.646341463414634,1.02439024390244,2010
"9","Golden State Warriors",82,36,46,43.9024390243902,3966,103.378048780488,39.6463414634146,85.9390243902439,46.133106286363,8.35365853658537,21.3292682926829,39.1652372784448,15.7317073170732,20.6707317073171,76.1061946902655,11.6463414634146,28.9024390243902,40.5487804878049,22.5243902439024,14.609756097561,8.98780487804878,4.95121951219512,4.29268292682927,22.0243902439024,18.4390243902439,-2.32926829268293,28.7218045112782,71.2781954887218,7.91463414634146,0.658536585365854,3.58536585365854,2010
"10","Houston Rockets",82,43,39,52.4390243902439,3976,105.914634146341,38.6585365853659,85.0609756097561,45.4480286738351,8.25609756097561,22.4756097560976,36.7335865436788,20.3414634146341,25.4024390243902,80.0768122899664,11.7317073170732,31.0853658536585,42.8170731707317,23.8414634146341,13.5365853658537,7.08536585365854,4.52439024390244,5.47560975609756,20.0121951219512,21.390243902439,2.18292682926829,27.3996012532042,72.6003987467958,10.3048780487805,-0.951219512195122,-1.3780487804878,2010
